N,P,K,temperature,humidity,ph,rainfall,label
8,45,15,28.09568993,60.98353839999999,4.61136408,33.84110759,mothbeans
83,57,19,25.73044432,70.74739256,6.877869005,98.73771338,maize
20,77,23,34.87248659,38.83786012,5.180271502,148.25027859999997,pigeonpeas
93,53,38,26.92995077,81.91411159,7.069172227,290.67937830000005,rice
37,71,16,26.28663931,68.51966729,7.324863481,46.13833007,lentil
120,87,52,28.076445500000002,76.05522115,5.905494703,118.99235729999998,banana
70,47,17,24.61291180000001,70.4162444,6.600827017,104.1626147,maize
17,64,18,36.75087487,58.25799145,6.07938452,124.60281529999999,pigeonpeas
99,57,38,24.80624984,82.09281674,6.356295567999999,156.3616174,jute
9,122,201,29.58748357,80.91934392,5.570290539,68.06417307,grapes
22,59,23,27.32220619,51.27868781,4.371745575,36.5037914,mothbeans
8,33,29,29.98080499,49.48613279,6.442393461,91.82271568,mango
99,38,21,22.88330922,71.59722446,6.352471866,67.72777298,maize
80,45,42,23.1426498,74.99739774,7.3803962620000005,151.9035477,jute
28,123,198,23.46260321,91.45665004,5.682751473,111.7763395,apple
100,52,19,23.45969093,82.44777468,7.903528672999999,93.50153555,cotton
51,72,75,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,chickpea
25,48,21,28.438096999999996,83.48991368,6.267684328,52.55469976,mungbean
40,17,15,21.35093384,90.9492967,7.871063004,107.0862095,orange
12,78,23,16.06522754,18.72479695,5.99812453,88.06638775,kidneybeans
110,15,48,28.57819995,92.86597437,6.2125672110000005,27.59871780000001,muskmelon
1,30,10,11.89925671,91.34663797,7.291405641,103.5771468,orange
99,6,46,28.61475136,94.22253035,6.39637861,28.98574189,muskmelon
30,61,18,27.14911056,67.02664337,6.157782589,52.50812701,lentil
4,20,41,24.26601316,93.7974061,6.537042717,104.5375109,pomegranate
8,120,201,21.18667419,91.13435689,6.3211521920000004,122.233323,apple
57,56,78,17.34150229,18.75626255,8.861479668,67.9545435,chickpea
110,39,25,22.60612115,77.34264002,7.208795456,75.13617229,cotton
29,54,16,27.78031515,54.65030015,8.153022903,32.05025323,mothbeans
95,27,55,28.47212559,91.21322065,6.160414414,20.88620369,muskmelon
16,73,19,18.41645629,34.80541039,4.684079249,163.27474730000003,pigeonpeas
13,30,37,20.86474944,91.61793636,6.277148771,106.86856359999999,pomegranate
113,33,34,26.00373964,62.144510200000006,6.5598171610000025,153.477776,coffee
101,25,52,29.09910406,94.22237826,6.750145572,22.52497327,muskmelon
24,27,9,18.86883219,93.24688124,6.157135092000001,119.3936976,orange
36,56,83,18.89780215,19.76182946,7.4526709,69.09512477,chickpea
12,20,39,19.86173586,86.19740917,6.026999326,111.0217929,pomegranate
130,59,19,25.07278712,82.50257909,6.520403794,93.51042684,cotton
83,9,45,25.85483596,89.13163965,6.049609892,46.85176955,watermelon
3,56,17,28.19912143,53.50567601,8.709291687999999,52.13580529,mothbeans
4,69,19,19.25100056,47.70351758,5.374358869,149.063196,pigeonpeas
19,78,16,20.65375833,23.10538637,5.967533236,67.71768947,kidneybeans
119,30,28,26.35770906,64.57578034,6.5052036960000015,163.62694960000005,coffee
14,75,24,24.54757829,57.3414485,6.436160044,118.36065570000001,pigeonpeas
31,40,22,29.40889385,86.16063492,6.365513634,53.35486977,mungbean
9,77,17,20.12373284,24.45202552,5.783425416,106.158201,kidneybeans
118,88,51,25.44926208,79.49221962,6.201911642000001,100.6619171,banana
32,14,37,22.73031253,88.48567856,6.825256236,104.6843243,pomegranate
34,62,55,27.58548913,90.72526502,6.585346229,238.5008779,papaya
36,11,13,17.34083741,93.04897191,7.1917274,112.7194284,orange
82,35,44,26.96656378,78.21047693,6.239011,169.8391177,jute
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,maize
24,67,22,20.120043,22.89845607,5.618844277000001,104.6252153,kidneybeans
55,67,16,34.37329112,69.69366426,6.596719015,70.27184748,blackgram
39,64,53,23.01240180000001,91.07355541,6.598860305,208.3357976,papaya
13,22,5,19.667056,90.50096668,7.764040111,100.1737964,orange
111,5,52,29.8843055,94.0371147,6.135996372,21.0000988,muskmelon
108,92,53,27.40053601,82.96221306,6.276800323,104.9378,banana
1,15,9,29.98364695,94.55239717,7.53350946,115.3560318,orange
2,56,23,26.65333029,59.79023382,7.5500909410000006,36.91852635,mothbeans
116,25,50,29.26092798,92.92367701,6.088885814,28.70627683,muskmelon
78,43,42,21.32376327,83.00320459,7.283736617000001,192.31975359999998,rice
82,24,33,26.53543168,67.09608099,6.809593554,120.64944340000001,coffee
0,26,31,25.0707247,95.02156793,5.547933273,192.90363059999999,coconut
30,44,16,29.73013036,82.89166381,6.442335592999999,50.91511275,mungbean
32,66,17,34.9466155,65.26774011,7.162357641,70.1415139,blackgram
12,8,10,16.14820285,91.4448027,7.9958489770000005,107.42876640000001,orange
118,31,34,27.54823036,62.88179198,6.123796057000001,181.41708119999998,coffee
6,8,11,24.35590861,92.39651663,6.600948787999999,119.69465770000001,orange
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,mungbean
86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,maize
29,128,198,22.44075021,92.70785115,5.685062404,121.4977331,apple
112,49,25,25.68959532,77.90621048,6.4701354779999996,66.19426787,cotton
139,35,15,25.248679,83.4630147,5.898293044,86.55517751,cotton
107,43,18,22.426733,81.53480799,6.745104394,65.54475812,cotton
84,21,55,28.47090661,94.79453182,6.4942510239999995,21.08484101,muskmelon
0,5,36,24.35193812,90.88612388,6.152906502,105.52918500000001,pomegranate
40,61,22,20.94981756,65.8108757,7.002216044,44.23913012,lentil
31,60,24,25.40474421,65.8567539,7.7223359920000005,51.92057267,lentil
14,23,25,26.18552389,96.96637916,5.6121227970000005,135.4186222,coconut
40,68,17,34.1262979,65.14877461,7.733149554,70.40795007,blackgram
40,70,20,31.80130272,45.03186173,5.623490042999999,147.03614419999997,pigeonpeas
39,24,31,33.55695561,53.72979826,4.757114897,98.67527561,mango
20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,pigeonpeas
57,67,25,32.34744009,66.61452812,7.551364319,64.55882254,blackgram
14,76,20,29.05941162,62.10652364,7.042474679,36.5011366,lentil
36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,mothbeans
6,69,19,26.88630675,41.69617915,4.7509292180000005,94.46748008,pigeonpeas
32,55,51,29.60718808,93.15642801,6.57398033,62.68710535,papaya
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,rice
38,62,25,32.7477393,67.77954584,7.453975408,63.37784443,blackgram
4,134,200,28.57828803,80.95628959,5.840256272,73.34232097,grapes
45,47,55,38.419162799999995,91.14220381,6.751452932,119.2653877,papaya
62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,rice
10,78,18,18.54141834,62.70637578,6.296976913,44.07819743,lentil
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,rice
3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,pigeonpeas
84,29,49,29.94349168,93.90741192,6.251420275,20.39020503,muskmelon
20,72,19,32.47648301,64.34848735,7.397190844,65.82045699999999,blackgram
59,63,18,31.65531175,60.13263713,6.52669158,66.69096751,blackgram
27,8,30,26.44600063,98.29937782,6.008386282999999,221.22581680000002,coconut
97,8,52,24.9103226,86.97190046,6.237861736,49.48575692,watermelon
34,73,15,20.97195263,63.83179889,7.630424082999999,53.10207889,lentil
87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,maize
106,46,20,23.43821725,78.63388824,6.2006719760000015,81.15072105,cotton
49,55,78,18.65580107,16.17772668,7.863113671,81.70769297,chickpea
29,67,21,29.79181107,63.38789228,6.621323612,63.02169909,blackgram
87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,maize
7,11,32,29.25902906,95.11294697,5.542169138999999,184.7624496,coconut
117,32,34,26.2724184,52.12739421,6.758792552,127.17529280000001,coffee
40,24,25,28.70595247,50.44030129,5.445008416,95.8946444,mango
95,30,52,29.48069921,90.33698678,6.640470862999999,26.036576800000002,muskmelon
60,37,39,26.59104992,82.94164078,6.033485257000001,161.2469997,jute
98,26,52,27.33897716,90.69759008,6.150090898999999,28.69113835,muskmelon
34,45,21,28.18837136,82.60629652,6.2873801170000005,37.01110438,mungbean
21,62,24,33.49077065,62.73317204,6.8473828910000005,65.45328463,blackgram
69,60,54,36.32268069,93.06134398,6.98992719,141.1736926,papaya
60,58,51,42.07213781,92.92203105,6.840802254,165.7412972,papaya
93,20,50,29.93061247,93.22980899,6.448792688999999,24.34814338,muskmelon
38,61,52,31.22790131,94.94021378,6.620729882000001,46.44279118,papaya
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice
27,64,15,20.16080524,24.84207559,5.514927264,138.2362122,kidneybeans
3,69,23,28.67408774,63.18832976,7.2993607670000005,42.96018627,lentil
90,49,21,24.84016732,68.3584573,6.4725232870000005,74.05474936,maize
22,133,201,23.81995682,80.12211649,6.00299607,67.27398640000001,grapes
33,77,21,30.32992227,65.62971858,7.01285529,71.64631281,blackgram
74,40,40,25.13842773,83.12053888,6.386259977999999,169.33884650000005,jute
110,7,45,26.63838589,84.69546874,6.189213927000001,48.32428609,watermelon
2,38,33,32.38697531,53.232824300000004,4.691396195,90.21633216,mango
29,36,25,28.28511547,88.4393979,7.130278657000001,48.56690235,mungbean
78,35,44,26.54348085,84.67353597,7.072655622,183.62226569999999,rice
83,11,53,29.54097171,92.91778307,6.163921247999999,21.9653077,muskmelon
17,30,27,29.03065024,90.79093862,5.894027065,205.57203669999998,coconut
33,80,22,28.57006111,65.71765781,6.593961761,70.0866434,blackgram
21,137,196,23.6119202,91.70293849,5.812781806,123.5900822,apple
99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,maize
17,67,18,31.2192752,56.46868874,5.611510977000001,129.20286529999998,pigeonpeas
40,120,197,23.80593812,92.48879468,5.889480679,119.6335548,apple
7,20,12,16.53460397,94.76759975,6.475275337,110.0447896,orange
83,7,45,29.08417927,90.73891887,6.704104127000001,25.33014238,muskmelon
40,11,44,24.45840036,86.10874614,6.322396027000001,111.3779693,pomegranate
78,37,22,25.34217103,63.31801994,6.330554389,74.52082026,maize
114,8,52,29.34081108,94.55135390000001,6.419083092,28.22908103,muskmelon
67,55,44,26.284017,75.14640198,7.251847296,182.2685447,jute
27,139,205,22.48403042,93.40819246,5.7721799460000005,105.54736270000001,apple
